classifier,group,timeframe,instrument,window,bars_per_year,share_bull,drift_bull,vol_bull,ac1_bull,eff_bull,share_bear,drift_bear,vol_bear,ac1_bear,eff_bear,share_chop,drift_chop,vol_chop,ac1_chop,eff_chop,s1,kw_h,d_eff,d_ac1,n_bars,s1_null_mean,s1_null_p5,s1_null_p95,s1_z,s1_p,kw_h_null_mean,kw_h_null_p5,kw_h_null_p95,kw_h_z,kw_h_p,d_eff_null_mean,d_eff_null_p5,d_eff_null_p95,d_eff_z,d_eff_p,d_ac1_null_mean,d_ac1_null_p5,d_ac1_null_p95,d_ac1_z,d_ac1_p
SWING,crypto,4h,SOL-USD,OOS,2188,0.197710,-0.001335,0.669294,-0.023184,0.261981,0.274046,-0.000286,0.670065,0.121172,0.342244,0.528244,-0.000026,0.627220,-0.005157,0.277810,-0.001050,3.778353,0.024303,0.054151,1311,-0.000188,-0.002435,0.001566,-0.650590,0.701987,2.211080,0.151296,6.559681,0.787470,0.205298,-0.046797,-0.121049,0.025714,1.578340,0.079470,0.019992,-0.094545,0.133141,0.486839,0.344371
SWING,crypto,4h,XRP-USD,FULL,2188,0.233856,0.001055,0.895217,-0.059510,0.260695,0.292205,-0.000232,0.812292,-0.020215,0.232296,0.473939,0.000293,0.804554,0.033720,0.295009,0.001287,1.250239,-0.048514,-0.073583,4368,0.000801,-0.000437,0.001858,0.667429,0.258278,2.004383,0.074742,5.494901,-0.400011,0.562914,-0.039798,-0.075653,-0.000529,-0.359200,0.642384,0.007932,-0.092476,0.100782,-1.418544,0.920530
SWING,crypto,4h,XRP-USD,IS,2188,0.261488,0.001375,0.958478,-0.067309,0.237768,0.264793,-0.000119,0.903209,-0.067422,0.243504,0.473719,0.000677,0.889476,0.046035,0.298180,0.001494,1.951925,-0.057544,-0.113401,3057,,,,,,,,,,,,,,,,,,,,
SWING,crypto,4h,XRP-USD,OOS,2188,0.170229,-0.000079,0.617945,-0.003607,0.340937,0.354962,-0.000422,0.626421,0.142374,0.207873,0.474809,-0.000590,0.559841,-0.044955,0.288058,0.000342,1.056883,-0.013653,0.114339,1311,0.000604,-0.002134,0.002829,-0.187049,0.582781,1.894118,0.101139,5.110375,-0.477957,0.602649,-0.041618,-0.109752,0.034379,0.620402,0.271523,0.004114,-0.153475,0.156557,1.173232,0.145695
SWING,futures,1h,CL=F,FULL,5628,0.228292,0.000058,0.505760,-0.009125,0.305081,0.181461,0.000208,0.436068,0.108553,0.289873,0.590248,-0.000067,0.415983,-0.038310,0.309172,-0.000150,3.434537,-0.011695,0.088024,13497,-0.000064,-0.000267,0.000171,-0.582600,0.728477,2.094562,0.127208,5.442296,0.756578,0.211921,-0.025741,-0.048643,-0.002612,1.006825,0.165563,0.013106,-0.041600,0.067521,2.344055,0.013245
SWING,futures,1h,CL=F,IS,5628,0.222199,-0.000005,0.294327,-0.000729,0.324912,0.190789,0.000024,0.363682,0.070281,0.290455,0.587012,-0.000048,0.306938,-0.014919,0.307012,-0.000029,0.547175,0.000671,0.049696,9447,,,,,,,,,,,,,,,,,,,,
SWING,futures,1h,CL=F,OOS,5628,0.242529,0.000193,0.785092,-0.011831,0.264179,0.159546,0.000722,0.591232,0.145717,0.288668,0.597925,-0.000111,0.594269,-0.052921,0.313984,-0.000529,9.788848,-0.037560,0.119865,4050,-0.000079,-0.000486,0.000395,-1.677011,0.960265,2.188110,0.244111,5.549821,3.836033,0.019868,-0.024037,-0.063770,0.016037,-0.529438,0.695364,0.012454,-0.068286,0.104083,1.959332,0.013245
SWING,futures,1h,ES=F,FULL,5706,0.243820,0.000046,0.157074,-0.003854,0.279769,0.165204,0.000092,0.191714,0.012589,0.265297,0.590976,0.000010,0.156738,-0.006577,0.316708,-0.000047,1.909715,-0.044175,0.010945,13694,0.000010,-0.000074,0.000094,-1.061573,0.827815,2.053043,0.116976,6.516267,-0.061137,0.384106,-0.031064,-0.053531,-0.004699,-0.890708,0.814570,-0.001816,-0.056412,0.060191,0.366208,0.370861
SWING,futures,1h,ES=F,IS,5706,0.235442,0.000063,0.169348,0.009772,0.290886,0.157972,0.000082,0.196467,0.013812,0.275742,0.606587,0.000006,0.156817,0.012698,0.322512,-0.000019,2.297097,-0.039198,-0.000906,9585,,,,,,,,,,,,,,,,,,,,
SWING,futures,1h,ES=F,OOS,5706,0.263389,0.000010,0.127760,-0.061821,0.254756,0.182084,0.000113,0.181724,0.009228,0.244408,0.554528,0.000020,0.156510,-0.055801,0.306862,-0.000103,0.421220,-0.057280,0.029504,4109,0.000007,-0.000157,0.000176,-1.088095,0.847682,1.942107,0.099457,6.060879,-0.765721,0.834437,-0.032840,-0.073692,0.006084,-0.981719,0.847682,-0.004343,-0.100023,0.090887,0.539811,0.284768
SWING,futures,1h,GC=F,FULL,5722,0.298783,0.000121,0.190740,-0.042360,0.274854,0.191122,-0.000013,0.267128,-0.033366,0.302164,0.510095,0.000043,0.215074,-0.006698,0.324278,0.000134,1.594049,-0.035769,-0.031166,13734,0.000045,-0.000077,0.000157,1.261951,0.119205,2.183361,0.118883,7.360324,-0.263648,0.470199,-0.038171,-0.062204,-0.014397,0.160959,0.450331,-0.001406,-0.049383,0.047360,-0.930844,0.807947
SWING,futures,1h,GC=F,IS,5722,0.295061,0.000103,0.160032,-0.065851,0.276554,0.171077,0.000049,0.162173,-0.004008,0.316409,0.533861,0.000070,0.164374,-0.009426,0.328859,0.000054,0.214297,-0.032377,-0.025504,9613,,,,,,,,,,,,,,,,,,,,
SWING,futures,1h,GC=F,OOS,5722,0.307282,0.000163,0.245948,-0.021320,0.271526,0.237864,-0.000116,0.383083,-0.042066,0.274133,0.454854,-0.000030,0.314351,-0.005487,0.312517,0.000280,2.025485,-0.039687,-0.026206,4121,0.000038,-0.000177,0.000263,1.724143,0.039735,2.225211,0.118350,6.447683,-0.091106,0.403974,-0.040190,-0.082752,0.008708,0.017519,0.496689,0.000276,-0.082031,0.073137,-0.541264,0.735099
SWING,futures,1h,HG=F,FULL,5717,0.262792,0.000025,0.280295,-0.030007,0.283043,0.198155,0.000072,0.264981,-0.080625,0.254364,0.539053,0.000044,0.338305,-0.013251,0.315644,-0.000047,2.217620,-0.046941,-0.042066,13711,-0.000009,-0.000151,0.000155,-0.424483,0.682119,2.371371,0.115813,6.877474,-0.071581,0.423841,-0.042766,-0.065278,-0.016425,-0.276479,0.589404,0.004943,-0.062483,0.077000,-1.023758,0.841060
SWING,futures,1h,HG=F,IS,5717,0.262910,0.000020,0.257056,-0.027265,0.278542,0.187808,0.000083,0.241136,-0.060674,0.249934,0.549282,0.000028,0.354125,-0.007630,0.316453,-0.000062,1.346078,-0.052214,-0.036340,9597,,,,,,,,,,,,,,,,,,,,
SWING,futures,1h,HG=F,OOS,5717,0.262582,0.000037,0.328004,-0.034020,0.294226,0.222222,0.000052,0.306409,-0.104090,0.264368,0.515196,0.000083,0.295601,-0.033838,0.314181,-0.000016,1.171219,-0.034884,-0.035217,4114,-0.000006,-0.000274,0.000277,-0.059809,0.543046,2.190121,0.141944,5.759525,-0.451940,0.609272,-0.040553,-0.079318,0.001382,0.222940,0.430464,-0.002232,-0.102921,0.117428,-0.491150,0.675497
SWING,futures,1h,NG=F,FULL,5622,0.184015,-0.000201,0.703151,-0.022910,0.271848,0.183866,0.000149,0.772544,-0.097084,0.299968,0.632119,0.000174,0.802731,-0.071806,0.333928,-0.000350,0.508167,-0.048020,0.011808,13483,-0.000156,-0.000528,0.000223,-0.783935,0.781457,1.927854,0.171355,5.405408,-0.783223,0.821192,-0.031564,-0.054550,-0.007059,-1.083661,0.860927,0.002561,-0.070117,0.072841,0.220030,0.397351
SWING,futures,1h,NG=F,IS,5622,0.178628,-0.000028,0.556790,0.016871,0.278886,0.181818,0.000269,0.679975,-0.142413,0.285935,0.639553,0.000127,0.823772,-0.097855,0.326712,-0.000297,0.835088,-0.044301,0.035084,9438,,,,,,,,,,,,,,,,,,,,
SWING,futures,1h,NG=F,OOS,5622,0.196340,-0.000578,0.939982,-0.060465,0.260622,0.188675,-0.000121,0.947404,-0.061564,0.330250,0.614985,0.000289,0.749332,0.005150,0.350547,-0.000456,1.260055,-0.055111,-0.066164,4045,-0.000180,-0.000828,0.000493,-0.640276,0.741722,1.999377,0.210665,5.394006,-0.369149,0.562914,-0.028256,-0.075633,0.017833,-0.914833,0.801325,-0.000947,-0.136264,0.119642,-0.818848,0.794702
SWING,futures,1h,NQ=F,FULL,5704,0.264501,0.000051,0.202752,-0.005693,0.289687,0.188062,-0.000022,0.241597,0.029844,0.300921,0.547436,0.000056,0.205754,0.013337,0.312384,0.000072,3.200413,-0.017080,-0.001261,13691,0.000026,-0.000083,0.000132,0.651545,0.278146,1.984811,0.108268,5.773502,0.602628,0.172185,-0.035022,-0.058649,-0.014547,1.206506,0.112583,-0.005878,-0.053571,0.042813,0.146653,0.476821
SWING,futures,1h,NQ=F,IS,5704,0.258915,0.000063,0.207746,0.014238,0.318416,0.187598,-0.000042,0.246480,0.026513,0.337077,0.553487,0.000052,0.203048,0.006823,0.310654,0.000106,2.545020,0.017092,0.013552,9583,,,,,,,,,,,,,,,,,,,,
SWING,futures,1h,NQ=F,OOS,5704,0.277575,0.000024,0.191441,-0.065224,0.228292,0.189189,0.000026,0.229884,0.037497,0.212702,0.533236,0.000067,0.212174,0.028331,0.321262,-0.000002,1.562764,-0.100765,-0.042194,4108,0.000016,-0.000196,0.000194,-0.148054,0.582781,1.948247,0.086198,5.592277,-0.194978,0.443709,-0.038580,-0.081879,0.014214,-2.128768,0.980132,-0.010297,-0.101522,0.085294,-0.561586,0.708609
SWING,futures,1h,SI=F,FULL,5718,0.262896,0.000089,0.486863,0.016805,0.294269,0.198451,0.000052,0.604945,-0.068284,0.278278,0.538653,0.000105,0.395864,-0.027666,0.320573,0.000037,0.928872,-0.034299,0.001927,13714,-0.000014,-0.000291,0.000210,0.341218,0.377483,1.962828,0.125449,6.316550,-0.469442,0.596026,-0.034845,-0.057738,-0.012947,0.038506,0.476821,0.025528,-0.046024,0.089447,-0.610235,0.735099
SWING,futures,1h,SI=F,IS,5718,0.244698,0.000074,0.285357,0.032649,0.280395,0.184725,0.000232,0.311817,-0.008814,0.281770,0.570578,0.000054,0.299942,-0.050433,0.318798,-0.000158,2.883924,-0.037716,0.062350,9599,,,,,,,,,,,,,,,,,,,,
SWING,futures,1h,SI=F,OOS,5718,0.305056,0.000109,0.725949,0.013979,0.322410,0.230433,-0.000282,0.930671,-0.080599,0.269423,0.464511,0.000251,0.589300,-0.010669,0.325211,0.000391,1.573501,-0.029295,-0.022641,4115,-0.000018,-0.000492,0.000380,1.464303,0.046358,2.092485,0.142383,5.748082,-0.239228,0.503311,-0.034180,-0.073238,0.007968,0.192784,0.410596,0.021240,-0.068439,0.125851,-0.684809,0.735099
SWING,futures,1h,YM=F,FULL,5700,0.214772,0.000041,0.153886,-0.020751,0.294660,0.194475,-0.000021,0.167733,-0.001658,0.267716,0.590753,0.000033,0.143578,-0.020278,0.303822,0.000062,2.245556,-0.022634,0.009074,13670,0.000017,-0.000061,0.000099,0.940733,0.145695,1.882593,0.060402,6.632398,0.176095,0.278146,-0.027820,-0.050622,0.001228,0.325841,0.337748,0.005223,-0.043736,0.057880,0.123151,0.483444
SWING,futures,1h,YM=F,IS,5700,0.214226,0.000026,0.161897,-0.015945,0.271186,0.190446,-0.000083,0.168276,0.019208,0.277414,0.595328,0.000051,0.143574,-0.034792,0.303325,0.000108,6.403019,-0.029025,0.036423,9569,,,,,,,,,,,,,,,,,,,,
SWING,futures,1h,YM=F,OOS,5700,0.216098,0.000076,0.133537,-0.040526,0.361401,0.203902,0.000114,0.166093,-0.058782,0.246166,0.580000,-0.000008,0.143572,0.013673,0.308223,-0.000038,1.218993,-0.004439,-0.063327,4101,0.000009,-0.000131,0.000153,-0.525246,0.708609,1.909672,0.135907,5.775484,-0.355757,0.536424,-0.026445,-0.066947,0.026356,0.778650,0.178808,0.002586,-0.087398,0.106723,-1.153054,0.894040
SWING,futures,1h,ZB=F,FULL,5686,0.123440,-0.000024,0.101007,0.009861,0.360194,0.137025,0.000017,0.106641,-0.053398,0.281276,0.739536,-0.000004,0.102064,-0.007099,0.302653,-0.000041,5.163245,0.018082,-0.014670,13637,-0.000014,-0.000065,0.000035,-0.886378,0.788079,5.404762,0.544296,13.130621,-0.060818,0.443709,-0.020166,-0.041378,0.006113,2.482835,0.013245,-0.002192,-0.045713,0.035941,-0.481990,0.728477
SWING,futures,1h,ZB=F,IS,5686,0.129750,-0.000029,0.108325,0.016041,0.351772,0.138673,0.000046,0.113578,-0.054238,0.301168,0.731577,-0.000002,0.109400,-0.004937,0.305552,-0.000076,3.798609,0.020918,-0.014162,9545,,,,,,,,,,,,,,,,,,,,
SWING,futures,1h,ZB=F,OOS,5686,0.108775,-0.000009,0.077112,-0.028561,0.383232,0.133219,-0.000054,0.087343,-0.052588,0.239724,0.758005,-0.000009,0.083269,-0.015317,0.298013,0.000045,3.597081,0.013465,-0.025258,4092,-0.000014,-0.000118,0.000089,0.925616,0.185430,3.126243,0.218228,9.146441,0.169606,0.337748,-0.021471,-0.067112,0.021549,1.227051,0.099338,-0.006921,-0.084139,0.059552,-0.400713,0.649007
SWING,futures,1h,ZN=F,FULL,5687,0.124706,-0.000025,0.055964,0.013019,0.323592,0.130582,0.000012,0.055664,-0.054391,0.296077,0.744712,0.000002,0.055676,-0.057075,0.293252,-0.000037,6.020980,0.016582,0.036389,13639,-0.000008,-0.000041,0.000028,-1.494433,0.920530,4.615425,0.256570,10.795034,0.373949,0.317881,-0.012717,-0.037776,0.012532,1.914604,0.026490,0.007475,-0.049690,0.057210,0.976308,0.172185
SWING,futures,1h,ZN=F,IS,5687,0.134922,-0.000025,0.060316,0.017996,0.336611,0.127782,0.000021,0.059320,-0.085655,0.298715,0.737295,0.000006,0.060103,-0.062310,0.291380,-0.000045,5.041466,0.026283,0.028481,9547,,,,,,,,,,,,,,,,,,,,
SWING,futures,1h,ZN=F,OOS,5687,0.100953,-0.000024,0.039465,-0.023242,0.287981,0.137130,-0.000005,0.046731,0.051900,0.289787,0.761916,-0.000009,0.044103,-0.035836,0.296604,-0.000019,1.538349,-0.007720,0.050165,4092,-0.000010,-0.000070,0.000059,-0.264402,0.649007,2.474858,0.239199,6.678747,-0.448508,0.582781,-0.012678,-0.066401,0.031668,0.159056,0.476821,0.014358,-0.059643,0.086606,0.766577,0.245033
SWING,futures,4h,CL=F,FULL,1534,0.267505,-0.000628,0.461223,-0.043000,0.302519,0.232495,0.000291,0.360523,-0.030430,0.333467,0.500000,0.000279,0.452469,0.021920,0.373377,-0.000919,2.448866,-0.055384,-0.058635,3678,-0.000283,-0.001086,0.000528,-1.292203,0.913907,2.340854,0.121718,7.597172,0.043513,0.324503,-0.049591,-0.093969,-0.004499,-0.199149,0.596026,-0.009278,-0.102990,0.079003,-0.829440,0.754967
SWING,futures,4h,CL=F,IS,1534,0.271552,-0.000057,0.313114,0.020011,0.319699,0.235110,0.000335,0.335581,0.016842,0.340779,0.493339,-0.000310,0.312213,-0.050219,0.359558,-0.000391,3.996954,-0.029320,0.068645,2574,,,,,,,,,,,,,,,,,,,,
SWING,futures,4h,CL=F,OOS,1534,0.258386,-0.002016,0.698156,-0.083598,0.269591,0.226655,0.000186,0.414274,-0.110154,0.315998,0.514959,0.001585,0.662584,0.047107,0.403440,-0.002202,4.275275,-0.110645,-0.143983,1104,-0.000383,-0.001770,0.001056,-2.002176,0.980132,2.599796,0.077530,7.846944,0.621440,0.218543,-0.047722,-0.121104,0.025867,-1.310535,0.913907,-0.014725,-0.163445,0.146920,-1.344035,0.920530
SWING,futures,4h,ES=F,FULL,1547,0.320934,0.000089,0.126057,-0.035275,0.265328,0.201195,0.000119,0.186096,-0.050292,0.265202,0.477871,0.000141,0.178624,0.077010,0.383106,-0.000030,0.230350,-0.117841,-0.119793,3712,-0.000077,-0.000384,0.000256,0.257129,0.403974,2.116242,0.073031,6.641859,-0.842091,0.874172,-0.045467,-0.097425,0.005330,-2.445571,0.993377,-0.036163,-0.116193,0.054967,-1.692727,0.960265
SWING,futures,4h,ES=F,IS,1547,0.336318,0.000079,0.128981,-0.092093,0.266697,0.177890,0.000085,0.186078,0.017442,0.304051,0.485792,0.000164,0.190427,0.112257,0.382444,-0.000006,0.058157,-0.097070,-0.149582,2598,,,,,,,,,,,,,,,,,,,,
SWING,futures,4h,ES=F,OOS,1547,0.285714,0.000116,0.117742,0.140722,0.262012,0.254268,0.000172,0.186433,-0.151622,0.194220,0.460018,0.000084,0.145884,-0.045705,0.384515,-0.000057,0.283215,-0.156399,0.040255,1114,-0.000127,-0.000672,0.000407,0.200354,0.417219,1.922617,0.074394,5.212377,-0.935937,0.900662,-0.056090,-0.138445,0.029639,-1.820063,0.973510,-0.027593,-0.191813,0.119862,0.682771,0.258278
SWING,futures,4h,GC=F,FULL,1550,0.323156,0.000161,0.216141,0.024871,0.268775,0.169684,0.000217,0.232428,-0.062138,0.287207,0.507160,0.000242,0.211767,-0.014569,0.360964,-0.000056,0.226843,-0.082973,-0.004064,3720,0.000012,-0.000425,0.000456,-0.251836,0.589404,1.915543,0.070664,5.681213,-0.996846,0.894040,-0.051362,-0.104340,-0.004606,-1.037508,0.827815,0.020189,-0.062040,0.100447,-0.471689,0.655629
SWING,futures,4h,GC=F,IS,1550,0.349710,0.000185,0.158551,-0.015164,0.271234,0.140426,0.000414,0.164613,-0.006538,0.318572,0.509865,0.000322,0.155725,0.056107,0.378878,-0.000229,1.129039,-0.083974,-0.066958,2604,,,,,,,,,,,,,,,,,,,,
SWING,futures,4h,GC=F,OOS,1550,0.261883,0.000088,0.336913,0.052593,0.260167,0.237668,-0.000052,0.301183,-0.082928,0.208792,0.500448,0.000053,0.305764,-0.062127,0.315669,0.000140,0.362398,-0.081189,0.046959,1116,-0.000039,-0.000913,0.000813,0.340390,0.337748,2.192406,0.097610,6.586250,-0.812432,0.794702,-0.055602,-0.140281,0.034594,-0.455797,0.708609,0.019437,-0.102966,0.171419,0.330502,0.357616
SWING,futures,4h,HG=F,FULL,1550,0.314875,0.000147,0.257866,0.005533,0.262815,0.207383,0.000259,0.281975,0.007024,0.211530,0.477742,0.000126,0.342411,-0.094319,0.352664,-0.000112,0.269593,-0.115491,0.100597,3716,-0.000113,-0.000735,0.000426,0.000450,0.483444,2.143232,0.131961,5.956142,-0.825148,0.900662,-0.057188,-0.103383,-0.007527,-1.981729,0.986755,0.044365,-0.050932,0.128685,0.948233,0.205298
SWING,futures,4h,HG=F,IS,1550,0.322304,0.000202,0.247323,0.003554,0.259893,0.201635,0.000281,0.281098,-0.011749,0.223685,0.476061,0.000014,0.358157,-0.086666,0.351061,-0.000079,0.146391,-0.109272,0.082568,2601,,,,,,,,,,,,,,,,,,,,
SWING,futures,4h,HG=F,OOS,1550,0.298025,0.000009,0.282378,0.009714,0.269972,0.220826,0.000213,0.283803,0.038819,0.179740,0.481149,0.000371,0.303479,-0.122957,0.362903,-0.000203,1.755319,-0.138047,0.147224,1115,-0.000122,-0.001247,0.001019,-0.113962,0.602649,1.987762,0.055551,5.310988,-0.118172,0.450331,-0.064162,-0.145243,0.021054,-1.424138,0.920530,0.038233,-0.105949,0.188944,1.151705,0.125828
SWING,futures,4h,NG=F,FULL,1531,0.249589,-0.000829,0.801316,-0.001604,0.333255,0.271256,0.000592,0.675938,-0.037644,0.302382,0.479155,0.000774,0.735022,-0.008064,0.384875,-0.001421,0.324908,-0.067056,-0.011560,3672,-0.000566,-0.001755,0.000630,-1.107553,0.867550,2.125600,0.098509,7.167679,-0.785061,0.774834,-0.065427,-0.124081,-0.004037,-0.044971,0.509934,-0.016817,-0.077470,0.042162,0.127449,0.430464
SWING,futures,4h,NG=F,IS,1531,0.254717,-0.000391,0.633509,0.040804,0.343898,0.288522,0.000176,0.675887,-0.014338,0.290838,0.456761,0.000908,0.741658,0.019516,0.396924,-0.000567,0.368135,-0.079556,-0.006283,2570,,,,,,,,,,,,,,,,,,,,
SWING,futures,4h,NG=F,OOS,1531,0.237965,-0.001910,1.111350,-0.040094,0.309434,0.230699,0.001816,0.675029,-0.110860,0.326786,0.531335,0.000508,0.721549,-0.068079,0.357491,-0.003726,4.451013,-0.039381,-0.007399,1102,-0.000745,-0.003218,0.001414,-2.058038,0.986755,1.916867,0.115413,5.286622,1.340965,0.105960,-0.071970,-0.156945,0.018390,0.581301,0.304636,-0.026215,-0.147654,0.096188,0.239415,0.397351
SWING,futures,4h,NQ=F,FULL,1545,0.317391,0.000042,0.179793,0.015022,0.333225,0.202989,0.000467,0.293449,-0.028003,0.257114,0.479620,0.000093,0.199438,0.044231,0.368888,-0.000425,1.493342,-0.073719,-0.050722,3709,-0.000105,-0.000431,0.000295,-1.293752,0.933775,1.819468,0.104380,4.979790,-0.196492,0.483444,-0.056097,-0.104251,-0.008713,-0.582128,0.715232,-0.015447,-0.092937,0.065414,-0.788581,0.807947
SWING,futures,4h,NQ=F,IS,1545,0.329957,0.000124,0.176666,-0.014301,0.320508,0.208414,0.000420,0.306219,0.039612,0.260612,0.461628,0.000043,0.196937,0.077398,0.368488,-0.000296,0.568213,-0.077927,-0.064742,2596,,,,,,,,,,,,,,,,,,,,
SWING,futures,4h,NQ=F,OOS,1545,0.288669,-0.000175,0.187526,0.086501,0.368696,0.190647,0.000587,0.258374,-0.216856,0.248265,0.520683,0.000214,0.203789,-0.019365,0.375479,-0.000761,1.756818,-0.066998,-0.045813,1113,-0.000167,-0.001108,0.000552,-1.195289,0.880795,1.892620,0.097681,5.237934,-0.079143,0.463576,-0.056172,-0.138975,0.030058,-0.193273,0.596026,-0.012242,-0.122092,0.117079,-0.453309,0.642384
SWING,futures,4h,SI=F,FULL,1550,0.321158,0.000312,0.413522,0.063460,0.277074,0.172078,-0.000153,0.428440,-0.003434,0.232202,0.506764,0.000495,0.474582,-0.072200,0.343036,0.000464,3.446489,-0.088398,0.102213,3716,0.000152,-0.000586,0.000872,0.634895,0.284768,2.095553,0.135180,5.502819,0.724321,0.178808,-0.054183,-0.103842,-0.006056,-1.175906,0.887417,0.032589,-0.067706,0.134155,1.137533,0.145695
SWING,futures,4h,SI=F,IS,1550,0.315382,0.000173,0.274471,0.041908,0.280964,0.163115,0.000034,0.295120,0.015177,0.222715,0.521503,0.000542,0.294833,-0.021278,0.347210,0.000139,3.075706,-0.095370,0.049821,2601,,,,,,,,,,,,,,,,,,,,
SWING,futures,4h,SI=F,OOS,1550,0.333932,0.000637,0.616643,0.070959,0.282365,0.192998,-0.000518,0.610033,-0.012944,0.249143,0.473070,0.000376,0.760545,-0.090897,0.333456,0.001155,2.393033,-0.067702,0.119905,1115,0.000078,-0.001484,0.001576,1.123775,0.132450,2.179114,0.109999,5.896476,0.101847,0.377483,-0.054470,-0.138141,0.034001,-0.244480,0.569536,0.029331,-0.128837,0.202273,0.932662,0.152318
SWING,futures,4h,YM=F,FULL,1545,0.297532,0.000078,0.160302,0.037666,0.252601,0.243558,0.000091,0.156840,-0.009331,0.254641,0.458910,0.000101,0.144678,0.040297,0.369452,-0.000013,1.470232,-0.115831,-0.026130,3706,-0.000018,-0.000327,0.000223,0.026033,0.503311,2.198991,0.075503,7.663897,-0.297420,0.516556,-0.067119,-0.111731,-0.014746,-1.663623,0.953642,-0.016004,-0.100371,0.063764,-0.201471,0.615894
SWING,futures,4h,YM=F,IS,1545,0.305243,0.000200,0.169600,0.041253,0.246644,0.243495,0.000011,0.155455,0.038655,0.260137,0.451262,0.000034,0.145077,0.039065,0.383295,0.000189,0.119485,-0.129904,0.000889,2594,,,,,,,,,,,,,,,,,,,,
SWING,futures,4h,YM=F,OOS,1545,0.279028,-0.000212,0.132849,0.007402,0.265012,0.243924,0.000277,0.159759,-0.109270,0.242960,0.477048,0.000248,0.143629,0.040537,0.328307,-0.000489,4.968009,-0.074321,-0.091471,1112,-0.000051,-0.000520,0.000454,-1.466608,0.933775,1.913671,0.094003,4.836613,1.653003,0.046358,-0.072101,-0.148966,0.021783,-0.039381,0.503311,-0.016949,-0.178620,0.131480,-0.770998,0.821192
SWING,futures,4h,ZB=F,FULL,1539,0.211931,-0.000108,0.098815,-0.007302,0.342928,0.211387,0.000053,0.095933,-0.018950,0.272480,0.576682,-0.000003,0.105521,-0.059685,0.325296,-0.000161,3.838773,-0.017592,0.046559,3691,-0.000042,-0.000277,0.000151,-0.902451,0.821192,2.629895,0.103928,8.050720,0.477951,0.225166,-0.039621,-0.084657,0.003808,0.865440,0.178808,0.027970,-0.039794,0.099125,0.429458,0.331126
SWING,futures,4h,ZB=F,IS,1539,0.222786,-0.000128,0.104902,0.014583,0.343130,0.211471,0.000118,0.099153,-0.041307,0.285470,0.565743,0.000016,0.115807,-0.075557,0.339367,-0.000246,4.245328,-0.025066,0.062195,2583,,,,,,,,,,,,,,,,,,,,
SWING,futures,4h,ZB=F,OOS,1539,0.186992,-0.000053,0.079606,-0.103280,0.342265,0.211382,-0.000098,0.087737,0.041413,0.243766,0.601626,-0.000047,0.078644,0.010210,0.294895,0.000045,0.184995,-0.001880,-0.041143,1108,-0.000064,-0.000432,0.000267,0.527388,0.317881,1.812712,0.123134,5.426343,-0.743024,0.913907,-0.040963,-0.123631,0.039239,0.791555,0.231788,0.025577,-0.083766,0.157284,-0.865808,0.801325
SWING,futures,4h,ZN=F,FULL,1539,0.205730,0.000002,0.051017,0.022755,0.307190,0.201364,0.000038,0.052314,-0.041908,0.294427,0.592906,-0.000014,0.056230,-0.092523,0.325288,-0.000036,0.931462,-0.024480,0.082947,3691,-0.000024,-0.000140,0.000099,-0.162946,0.582781,2.244345,0.163050,7.098560,-0.604911,0.642384,-0.028283,-0.071092,0.014205,0.136949,0.443709,0.050958,-0.028634,0.117179,0.706327,0.258278
SWING,futures,4h,ZN=F,IS,1539,0.233868,0.000020,0.054236,0.011028,0.315592,0.197106,0.000038,0.055338,-0.069128,0.280425,0.569026,0.000005,0.061289,-0.105265,0.344548,-0.000018,0.092077,-0.046539,0.076215,2583,,,,,,,,,,,,,,,,,,,,
SWING,futures,4h,ZN=F,OOS,1539,0.140921,-0.000067,0.035985,0.128854,0.280785,0.211382,0.000037,0.045117,0.042930,0.319097,0.647696,-0.000056,0.044203,-0.050858,0.293033,-0.000105,1.845629,0.006908,0.136750,1108,-0.000040,-0.000265,0.000166,-0.498976,0.682119,2.078394,0.160331,6.060505,-0.114659,0.410596,-0.027574,-0.126441,0.059495,0.616176,0.251656,0.052914,-0.086854,0.183124,1.001302,0.145695
